date,vader_score
2020-07-24,0.08648326693227092
2020-07-25,0.11721428571428573
2020-07-26,0.09643764705882353
2020-07-27,0.1147094017094017
2020-07-28,0.06999809523809523
2020-07-29,0.094544140625
2020-07-30,0.10225624999999999
2020-08-01,0.19999154929577465
2020-08-02,0.08584827586206896
2020-08-03,0.1046530864197531
2020-08-04,0.08700389610389611
2020-08-05,0.06123259668508287
2020-08-06,0.07945272727272727
2020-08-07,0.07804889589905363
2020-08-08,0.06692604166666667
2020-08-09,0.07964722222222223
2020-08-10,0.05712767527675277
2020-08-11,0.09645758426966293
2020-08-12,0.08744182825484764
2020-08-13,0.031606686930091187
2020-08-14,0.06265475285171103
2020-08-15,0.12259342105263157
2020-08-16,0.0946032967032967
2020-08-17,0.10272739273927393
2020-08-18,0.05960108108108108
2020-08-19,0.05009170506912443
2020-08-20,0.05320402144772118
2020-08-21,0.12862044025157232
2020-08-22,0.12293146067415732
2020-08-23,0.08524
2020-08-24,0.07881149732620321
2020-08-25,0.12782711370262392
2020-08-26,0.09709080459770114
2020-08-27,0.12398695652173913
2020-08-28,0.13738014440433213
2020-08-29,0.1308343137254902
2020-08-30,0.13785353535353537
